courseurl,a_level_standard_grades,a_level_standard_subjects,a_level_contextual_grades,a_level_contextual_subjects,ib_standard_grades,ib_standard_subjects,ib_contextual_grades,ib_contextual_subejcts,course_overview,compulsory_modules,compulsory_module_urls,optional_modules,optional_modules_urls,scholarship_url
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/pharmacy-mpharm,AAB,"Chemistry and either Biology, Mathematics or Physics required.",BBB,"Chemistry and either Biology, Mathematics or Physics required.",36,"A total of 17 points in three higher level subjects including Chemistry and one subject from Biology, Mathematics or Physics, with no higher level score below 5. For Mathematics, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation' at higher level.",32,"A total of 15 points in three higher level subjects to include Chemistry and one subject from Biology, Mathematics or Physics, with no higher level score below 5. For Mathematics, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation' at higher level.","As experts in medicine with a detailed understanding of the scientific basis of therapy, pharmacists play a vital role at the forefront of healthcare delivery. Study at The UCL School of Pharmacy, ranked second in the UK and fourth in the world for pharmacy and pharmacology (QS World University Rankings by Subject 2024). Absorb insights and perspectives from patients and healthcare professionals on experiential learning placements at six major NHS hospital trusts in central London. Plan and carry out an extended 60-credit individual research project, either in UCL’s research laboratories or with one of our partnered research organisations. Broaden your horizons, with global opportunities to work on your fourth-year research project overseas with one of our partner institutions, as part of PharmAlliance . Gain the benefits of learning from globally recognised teachers – 87% of our academic staff were classed as either ‘world-leading’ or ‘internationally excellent’ in the most recent Research Excellence Framework (REF 2021). Build your network and gain first-hand experience of the pharmaceutical industry, with site visits to leading pharmaceutical companies and commercial lab internship opportunities. Enjoy life in the heart of London at UCL’s Bloomsbury campus, a district famous for its cultural and educational institutions.",Role of the Pharmacist in Health Care | Chemistry of Medicines | Body Systems and Therapeutics 1: Underpinning Principles of Cell and System Function and Drug Action | Making Safe and Effective Medicines | Clinical Professional and Scientific Skills 1,https://www.ucl.ac.uk/module-catalogue/modules/role-of-the-pharmacist-in-health-care-PHAY0001 | https://www.ucl.ac.uk/module-catalogue/modules/chemistry-of-medicines-PHAY0002 | https://www.ucl.ac.uk/module-catalogue/modules/body-systems-and-therapeutics-1-underpinning-principles-of-cell-and-system-function-and-drug-action-PHAY0003 | https://www.ucl.ac.uk/module-catalogue/modules/making-safe-and-effective-medicines-PHAY0004 | https://www.ucl.ac.uk/module-catalogue/modules/clinical-professional-and-scientific-skills-1-PHAY0081,,,https://www.ucl.ac.uk/scholarships
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/pharmacy-integrated-pre-registration-training-mpharm,,,,,,,,,,,,,,
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/philosophy-ba,AAA,No specific subjects. At least two A level subjects should be taken from .,ABB,No specific subjects. At least two A level subjects should be taken from .,38,"A total of 18 points in three higher level subjects, with no higher level score below 5.",34,A total of 16 points in three higher level subjects with no higher level score below 5.,"The first year provides a foundation for your studies in Years 2 and 3. Lectures will introduce you to political philosophy (questions about the state, liberty and justice), moral philosophy (about the definition of right action, moral motivation, the metaphysics of moral judgements), epistemology (about knowledge and belief), metaphysics (about the nature of things, reality, personal identity, free will), and introductory logic, which models principles of sound reasoning. All of these are compulsory for single-subject students. You will be joining a highly prestigious department at a university ranked 7th in the world for arts and humanities (THE World University Rankings 2025 by subject). The research interests of academic staff are wide-ranging, covering all the main areas of philosophy. 60% of our overall research profile received the top grade (4*), the highest of any UK philosophy department, in the most recent Research Excellence Framework (REF 2021). We regard philosophy as a co-operative endeavour. We ensure personal support in your learning, and the department has a reputation for excellent relations between staff and students. A rich array of extracurricular events to further your philosophical interests are available in London. As a UCL Philosophy student, you will be able to attend the meetings of the Royal Institute of Philosophy, the Aristotelian Society and the Institute of Philosophy, all located nearby. Undergraduate students also run a vibrant Philosophy Society with on-campus events and activities.","Ancient Greek Philosophy | Early Modern Philosophy | Knowledge and Reality | Introduction to Logic 2 | Introduction to Logic 1 | Introduction to Moral Philosophy | Introduction to Political Philosophy | Philosophical Study Skills: Reading, Understanding and Essay Writing",https://www.ucl.ac.uk/module-catalogue/modules/ancient-greek-philosophy-PHIL0001 | https://www.ucl.ac.uk/module-catalogue/modules/early-modern-philosophy-PHIL0002 | https://www.ucl.ac.uk/module-catalogue/modules/knowledge-and-reality-PHIL0003 | https://www.ucl.ac.uk/module-catalogue/modules/introduction-to-logic-2-PHIL0004 | https://www.ucl.ac.uk/module-catalogue/modules/introduction-to-logic-1-PHIL0005 | https://www.ucl.ac.uk/module-catalogue/modules/introduction-to-moral-philosophy-PHIL0006 | https://www.ucl.ac.uk/module-catalogue/modules/introduction-to-political-philosophy-PHIL0007 | https://www.ucl.ac.uk/module-catalogue/modules/philosophical-study-skills-reading-understanding-and-essay-writing-PHIL0008,"Aesthetics | Applied Ethics | Metaphysics | Philosophy of Mind | Knowledge | Topics in Greek Philosophy: Plato | Philosophy of Language | Ethics | Topics in Political Philosophy | Topics in Aristotle | Kant | Meaning and Interpretation | Protecting Dignity:  Degradation, Captivity and the Vulnerable",https://www.ucl.ac.uk/module-catalogue/modules/aesthetics-PHIL0009 | https://www.ucl.ac.uk/module-catalogue/modules/applied-ethics-PHIL0011 | https://www.ucl.ac.uk/module-catalogue/modules/metaphysics-PHIL0012 | https://www.ucl.ac.uk/module-catalogue/modules/philosophy-of-mind-PHIL0013 | https://www.ucl.ac.uk/module-catalogue/modules/knowledge-PHIL0014 | https://www.ucl.ac.uk/module-catalogue/modules/topics-in-greek-philosophy-plato-PHIL0017 | https://www.ucl.ac.uk/module-catalogue/modules/philosophy-of-language-PHIL0022 | https://www.ucl.ac.uk/module-catalogue/modules/ethics-PHIL0024 | https://www.ucl.ac.uk/module-catalogue/modules/topics-in-political-philosophy-PHIL0028 | https://www.ucl.ac.uk/module-catalogue/modules/topics-in-aristotle-PHIL0030 | https://www.ucl.ac.uk/module-catalogue/modules/kant-PHIL0149 | https://www.ucl.ac.uk/module-catalogue/modules/meaning-and-interpretation-PHIL0176 | https://www.ucl.ac.uk/module-catalogue/modules/protecting-dignity-degradation-captivity-and-the-vulnerable-PHIL0185,https://www.ucl.ac.uk/scholarships
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/philosophy-and-computer-science-ba,A*AA,Mathematics A* required.,A*AB,Mathematics A* required.,39,"A total of 19 points in three higher level subjects including Mathematics grade 7, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",38,"A total of 18 points in three higher level subjects including grade 7 in Mathematics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.","The Philosophy and Computer Science BA is for you if you want to bring precise formal tools to bear on the big questions that face us in life. UCL is ranked 9th globally in the latest QS World University Rankings 2025 , providing you with an exciting opportunity to study at one of the world’s top 10 institutions. UCL was also named The Times and Sunday Times University of the Year 2024 . You will be joining a prestigious department at a university ranked 7th in the world for the arts and humanities ( THE World University Rankings 2025 by Subject ). The research interests of academic staff are wide-ranging, covering all the main areas of philosophy. 60% of our overall research profile received the top grade (4*), the highest of any UK philosophy department, in the most recent Research Excellence Framework ( REF 2021 ). UCL Computer Science is recognised as a world leader in teaching and research, with undergraduate degree programmes designed and taught by world-renowned researchers, ensuring our material is cutting-edge.",Knowledge and Reality | Introduction to Political Philosophy | Algorithms | Discrete Mathematics for Computer Scientists | Principles of Programming | Introduction to Philosophy of Computer Science | Theory of Computation,https://www.ucl.ac.uk/module-catalogue/modules/knowledge-and-reality-PHIL0003 | https://www.ucl.ac.uk/module-catalogue/modules/introduction-to-political-philosophy-PHIL0007 | https://www.ucl.ac.uk/module-catalogue/modules/algorithms-COMP0005 | https://www.ucl.ac.uk/module-catalogue/modules/discrete-mathematics-for-computer-scientists-COMP0147 | https://www.ucl.ac.uk/module-catalogue/modules/principles-of-programming-COMP0002 | https://www.ucl.ac.uk/module-catalogue/modules/introduction-to-philosophy-of-computer-science-PHIL0200 | https://www.ucl.ac.uk/module-catalogue/modules/theory-of-computation-COMP0003,Object-Oriented Programming | Introductory Mathematics for Computer Science,https://www.ucl.ac.uk/module-catalogue/modules/object-oriented-programming-COMP0004 | https://www.ucl.ac.uk/module-catalogue/modules/introductory-mathematics-for-computer-science-COMP0011,https://www.ucl.ac.uk/scholarships
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/philosophy-and-economics-ba,A*AA,Mathematics A* required.,A*BB,Mathematics A* required.,39,"A total of 19 points in three higher level subjects including Mathematics grade 7, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",36,"A total of 17 points in three higher level subjects including Mathematics grade 7, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.","The first year includes several introductory modules in philosophy, which provide a foundation for later studies. In your second and third years, the programme provides the opportunity to cover political philosophy, examining questions about the state, liberty and laws; moral philosophy, questioning distinctions of right and wrong, and our motivation for choosing between the two; epistemology, which investigates the nature of knowledge and belief; metaphysics, which attempts to grasp the nature of things; and logic, which imparts principles of sound reasoning. You will be joining a highly prestigious philosophy department at a university ranked 7th in the world for arts and humanities ( THE World University Rankings 2025 by subject ).﻿ The research interests of our academic staff are wide-ranging, covering all the main areas of philosophy. 60% of our overall research profile received the top grade (4*), the highest of any UK philosophy department, in the most recent Research Excellence Framework (REF 2021). You will learn economics in one of the UK’s leading centres for research in the discipline. Students will graduate with an excellent understanding of economic matters, and benefit from the wide range of expertise within UCL Economics. A rich array of extracurricular events to further your interests in philosophy and economics are available in London. As a UCL Philosophy student, you will be able to attend the meetings of the Royal Institute of Philosophy, the Aristotelian Society and the University of London's Institute of Philosophy, all located nearby. Undergraduate students also run a vibrant Philosophy Society and an Economics and Finance Society with on-campus events and activities.",Economics | Introduction to Mathematics for Economics,https://www.ucl.ac.uk/module-catalogue/modules/economics-ECON0002 | https://www.ucl.ac.uk/module-catalogue/modules/introduction-to-mathematics-for-economics-ECON0006,Ancient Greek Philosophy | Early Modern Philosophy | Introduction to Logic 2,https://www.ucl.ac.uk/module-catalogue/modules/ancient-greek-philosophy-PHIL0001 | https://www.ucl.ac.uk/module-catalogue/modules/early-modern-philosophy-PHIL0002 | https://www.ucl.ac.uk/module-catalogue/modules/introduction-to-logic-2-PHIL0004,https://www.ucl.ac.uk/scholarships
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/philosophy-and-history-art-ba,AAA,No specific subjects. At least two A level subjects should be taken from .,ABB,No specific subjects. At least two A level subjects should be taken from .,38,"A total of 18 points in three higher level subjects, with no higher level score below 5.",34,A total of 16 points in three higher level subjects with no higher level score below 5.,"On the Philosophy side, the programme provides the opportunity to cover political philosophy, examining questions about the state, liberty and laws; moral philosophy, questioning distinctions of right and wrong, and our motivation for choosing between the two; epistemology, which investigates the nature of knowledge and belief; metaphysics, which attempts to grasp the nature of things; and logic, which imparts principles of sound reasoning. You will be joining two highly prestigious departments at a university ranked 7th in the world for arts and humanities (THE World University Rankings 2025 by subject).﻿ The research interests of UCL Philosophy academic staff are wide-ranging, covering all the main areas of philosophy. 60% of our overall research profile received the top grade (4*), the highest of any UK philosophy department, in the most recent Research Excellence Framework (REF 2021). UCL History of Art academic staff include specialists on all historical periods from the early Renaissance onwards, with particular strength in the study of contemporary art and two experts in the technical analysis of paintings. A rich array of extracurricular events to further your interests in philosophy and art history are available in London. As a UCL Philosophy student, you will be able to attend the meetings of the Royal Institute of Philosophy, the Aristotelian Society and the Institute of Philosophy, all located nearby. UCL's central London location is within walking distance of the British Museum and provides easy access to the National Gallery, the Tate Galleries and the Victoria and Albert Museum. Undergraduate students also run a vibrant Philosophy Society and a History of Art Society with on-campus events and activities.",History of Art and its Objects | First-Year History of Art Survey (2): c. 1600 to the Contemporary | First-Year History of Art Survey (1): Premodernity to c. 1600,https://www.ucl.ac.uk/module-catalogue/modules/history-of-art-and-its-objects-HART0001 | https://www.ucl.ac.uk/module-catalogue/modules/first-year-history-of-art-survey-2-c-1600-to-the-contemporary-HART0005 | https://www.ucl.ac.uk/module-catalogue/modules/first-year-history-of-art-survey-1-premodernity-to-c-1600-HART0006,"Ancient Greek Philosophy | Early Modern Philosophy | Introduction to Political Philosophy | Philosophical Study Skills: Reading, Understanding and Essay Writing",https://www.ucl.ac.uk/module-catalogue/modules/ancient-greek-philosophy-PHIL0001 | https://www.ucl.ac.uk/module-catalogue/modules/early-modern-philosophy-PHIL0002 | https://www.ucl.ac.uk/module-catalogue/modules/introduction-to-political-philosophy-PHIL0007 | https://www.ucl.ac.uk/module-catalogue/modules/philosophical-study-skills-reading-understanding-and-essay-writing-PHIL0008,https://www.ucl.ac.uk/scholarships
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/philosophy-politics-and-economics-bsc,A*AA,A* in Mathematics required.,A*BB,A* in Mathematics required.,39,"A total of 19 points in three higher level subjects including 7 in Mathematics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",36,"A total of 17 points in three higher level subjects including grade 7 in Mathematics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.","In Year 1, students take modules introducing the three disciplines and the principles of social and political analysis. Enjoy a learning environment created by UCL's internationally recognised research departments of Philosophy, Political Science, and Economics. Acquire applied and policy knowledge with UCL's PPE programme, housed in UCL Political Science - home of our Policy and Practice Seminar Series with its eminent list of speakers. Gain the skills needed to provide evidence for policy problems and prepare for research and work inside and outside academia. Study a breadth of methods or choose the Social Data Science (Q-step) stream . Take a degree inspired by UCL's founding tradition in political economy and its historic Bloomsbury location.",Economics | Introduction to Political Philosophy | Introduction to Politics | Introduction to Quantitative Research Methods,https://www.ucl.ac.uk/module-catalogue/modules/economics-ECON0002 | https://www.ucl.ac.uk/module-catalogue/modules/introduction-to-political-philosophy-PHIL0007 | https://www.ucl.ac.uk/module-catalogue/modules/introduction-to-politics-POLS0006 | https://www.ucl.ac.uk/module-catalogue/modules/introduction-to-quantitative-research-methods-POLS0008,Principles of Social Science Research,https://www.ucl.ac.uk/module-catalogue/modules/principles-of-social-science-research-POLS0007,https://www.ucl.ac.uk/scholarships
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/physics-bsc,A*AA,A*A in Mathematics and Physics required (in any order).,AAB,AA in Mathematics and Physics.,39,"A total of 19 points in three higher level subjects including grade 7 and grade 6 in Mathematics and Physics, in any order, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",36,"A total of 17 points in three higher level subjects including Mathematics and Physics at grade 6, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.","Compulsory modules in the first year provide a firm foundation in quantum and classical physics, underpinned by mathematics and a practical skills modules which includes computing skills training. A physics degree from UCL is a strong asset across the whole range of careers where scientific skills are required, from accountancy to astrophysics, and computing to cryogenics. The programme is accredited by the Institute of Physics (IOP) and includes the very latest developments and discoveries in the field , based on our highly rated research. Ranked in the top 4 in the UK by the QS World University Rankings by Subject 2024 for Physics and Astronomy you will be taught by lecturers who are experts in a wide range of physics-related fields. The wide range of optional modules enables you to develop your interests both within and outside physics, giving you problem solving and communication skills, along with a deep knowledge base to offer potential employers.","Mathematical Methods 1 | Atoms, Stars and the Universe | Waves, Optics and Acoustics | Thermal Physics and the Properties of Matter | Practical Physics and Computing 1 | Practical Skills 1P | Mathematical Methods II | Classical Mechanics | Developing Effective Communication 1",https://www.ucl.ac.uk/module-catalogue/modules/mathematical-methods-1-PHAS0002 | https://www.ucl.ac.uk/module-catalogue/modules/atoms-stars-and-the-universe-PHAS0004 | https://www.ucl.ac.uk/module-catalogue/modules/waves-optics-and-acoustics-PHAS0005 | https://www.ucl.ac.uk/module-catalogue/modules/thermal-physics-and-the-properties-of-matter-PHAS0006 | https://www.ucl.ac.uk/module-catalogue/modules/practical-physics-and-computing-1-PHAS0007 | https://www.ucl.ac.uk/module-catalogue/modules/practical-skills-1p-PHAS0008 | https://www.ucl.ac.uk/module-catalogue/modules/mathematical-methods-ii-PHAS0009 | https://www.ucl.ac.uk/module-catalogue/modules/classical-mechanics-PHAS0010 | https://www.ucl.ac.uk/module-catalogue/modules/developing-effective-communication-1-PHAS0017,Mathematics for Physics and Astronomy | Planetary Science | Environmental Physics,https://www.ucl.ac.uk/module-catalogue/modules/mathematics-for-physics-and-astronomy-MATH0043 | https://www.ucl.ac.uk/module-catalogue/modules/planetary-science-PHAS0019 | https://www.ucl.ac.uk/module-catalogue/modules/environmental-physics-PHAS0027,
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/physics-msci,A*AA,A*A in Mathematics and Physics required (in any order).,AAB,AA in Mathematics and Physics.,39,"A total of 19 points in three higher level subjects including grade 7 and grade 6 in Mathematics and Physics, in any order, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",36,"A total of 17 points in three higher level subjects including Mathematics and Physics at grade 6, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.","Compulsory modules in the first year provide a firm foundation in quantum and classical physics, underpinned by mathematics and a practical skills module which includes computing skills training. A physics degree from UCL is a strong asset across the whole range of careers where scientific skills are required, from accountancy to astrophysics, and computing to cryogenics. The programme is accredited by the Institute of Physics (IOP) and includes the very latest developments and discoveries in the field , based on our highly rated research. Ranked in the top 4 in the UK by the QS World University Rankings by Subject 2024 for Physics and Astronomy you will be taught by lecturers who are experts in a wide range of physics-related fields. The wide range of optional modules enables you to develop your interests both within and outside physics, giving you problem solving and communication skills, along with a deep knowledge base to offer potential employers.","Mathematical Methods 1 | Atoms, Stars and the Universe | Waves, Optics and Acoustics | Thermal Physics and the Properties of Matter | Practical Physics and Computing 1 | Practical Skills 1P | Mathematical Methods II | Classical Mechanics | Developing Effective Communication 1",https://www.ucl.ac.uk/module-catalogue/modules/mathematical-methods-1-PHAS0002 | https://www.ucl.ac.uk/module-catalogue/modules/atoms-stars-and-the-universe-PHAS0004 | https://www.ucl.ac.uk/module-catalogue/modules/waves-optics-and-acoustics-PHAS0005 | https://www.ucl.ac.uk/module-catalogue/modules/thermal-physics-and-the-properties-of-matter-PHAS0006 | https://www.ucl.ac.uk/module-catalogue/modules/practical-physics-and-computing-1-PHAS0007 | https://www.ucl.ac.uk/module-catalogue/modules/practical-skills-1p-PHAS0008 | https://www.ucl.ac.uk/module-catalogue/modules/mathematical-methods-ii-PHAS0009 | https://www.ucl.ac.uk/module-catalogue/modules/classical-mechanics-PHAS0010 | https://www.ucl.ac.uk/module-catalogue/modules/developing-effective-communication-1-PHAS0017,Planetary Science | Environmental Physics,https://www.ucl.ac.uk/module-catalogue/modules/planetary-science-PHAS0019 | https://www.ucl.ac.uk/module-catalogue/modules/environmental-physics-PHAS0027,
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/physics-medical-physics-bsc,A*AA,"Mathematics and Physics required. A* must be in one of the required subjects. Biology, Chemistry and Further Mathematics preferred.",AAB,"A in Mathematics and Physics required. Biology, Chemistry and Further Mathematics preferred.",39,"A total of 19 points in three higher level subjects including Mathematics and Physics, with no higher level score below 5. Higher Level 7, 6 required in Mathematics and Physics in any order. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. Economics preferred as third higher level subject, but not essential.",36,"A total of 17 points in three higher level subjects, with no score below 5. Mathematics and Physics at grade 6 required. Biology or Chemistry preferred as third subject. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.","This degree gives you the tools and knowledge to excel in a wide range of careers where scientific, analytical and practical skills are required. As part of this programme, you benefit from a rich and extensive range of learning and networking opportunities, lab tours, studentships, and research projects, which can help you excel in your studies. You have a range of opportunities to participate within UCL Medical Physics and Biomedical Engineering and their research during your degree, e.g. via paid summer internships, student ambassador schemes, networking and social events, participation in the research and publications via the final year research projects. In addition, in Year 2, you can also take part voluntarily in our research experience scheme, if you are interested in early exposure to academic research. This is a great opportunity to see and contribute to some of the research done in the department first-hand and gain valuable experience and insights. Our department has close links to several major teaching hospitals and our staff work side-by-side with doctors and health professionals. UCL had been rated second overall for research power in the UK in the Research Excellence Framework (REF) 2021 .","Introduction to Medical Imaging | Practical Physics and Computing for Medical Physics 1 | Mathematical Methods 1 | Atoms, Stars and the Universe | Waves, Optics and Acoustics | Thermal Physics and the Properties of Matter | Mathematical Methods II | Classical Mechanics | Developing Effective Communication 1",https://www.ucl.ac.uk/module-catalogue/modules/introduction-to-medical-imaging-MPHY0001 | https://www.ucl.ac.uk/module-catalogue/modules/practical-physics-and-computing-for-medical-physics-1-MPHY0044 | https://www.ucl.ac.uk/module-catalogue/modules/mathematical-methods-1-PHAS0002 | https://www.ucl.ac.uk/module-catalogue/modules/atoms-stars-and-the-universe-PHAS0004 | https://www.ucl.ac.uk/module-catalogue/modules/waves-optics-and-acoustics-PHAS0005 | https://www.ucl.ac.uk/module-catalogue/modules/thermal-physics-and-the-properties-of-matter-PHAS0006 | https://www.ucl.ac.uk/module-catalogue/modules/mathematical-methods-ii-PHAS0009 | https://www.ucl.ac.uk/module-catalogue/modules/classical-mechanics-PHAS0010 | https://www.ucl.ac.uk/module-catalogue/modules/developing-effective-communication-1-PHAS0017,Physiological Monitoring | Medical Imaging with Ionising Radiation | Biomedical Ultrasound | MRI and Biomedical Optics | Computing in Medicine | Medical Electronics and Neural Engineering | Treatment with Ionising Radiation | Applications of Biomedical Engineering | Electromagnetic Theory | Physics Education | Nuclear and Particle Physics | Solid State Physics | Quantum Mechanics | Theory of Dynamical Systems | Climate and Energy | Lasers and Modern Optics | Materials and Energy Materials | Practical Machine Learning for Physicists | Physics of the Earth | Molecular Biophysics | Physical Cosmology,https://www.ucl.ac.uk/module-catalogue/modules/physiological-monitoring-MPHY0015 | https://www.ucl.ac.uk/module-catalogue/modules/medical-imaging-with-ionising-radiation-MPHY0016 | https://www.ucl.ac.uk/module-catalogue/modules/biomedical-ultrasound-MPHY0018 | https://www.ucl.ac.uk/module-catalogue/modules/mri-and-biomedical-optics-MPHY0019 | https://www.ucl.ac.uk/module-catalogue/modules/computing-in-medicine-MPHY0020 | https://www.ucl.ac.uk/module-catalogue/modules/medical-electronics-and-neural-engineering-MPHY0037 | https://www.ucl.ac.uk/module-catalogue/modules/treatment-with-ionising-radiation-MPHY0038 | https://www.ucl.ac.uk/module-catalogue/modules/applications-of-biomedical-engineering-MPHY0039 | https://www.ucl.ac.uk/module-catalogue/modules/electromagnetic-theory-PHAS0038 | https://www.ucl.ac.uk/module-catalogue/modules/physics-education-PHAS0039 | https://www.ucl.ac.uk/module-catalogue/modules/nuclear-and-particle-physics-PHAS0040 | https://www.ucl.ac.uk/module-catalogue/modules/solid-state-physics-PHAS0041 | https://www.ucl.ac.uk/module-catalogue/modules/quantum-mechanics-PHAS0042 | https://www.ucl.ac.uk/module-catalogue/modules/theory-of-dynamical-systems-PHAS0049 | https://www.ucl.ac.uk/module-catalogue/modules/climate-and-energy-PHAS0050 | https://www.ucl.ac.uk/module-catalogue/modules/lasers-and-modern-optics-PHAS0053 | https://www.ucl.ac.uk/module-catalogue/modules/materials-and-energy-materials-PHAS0055 | https://www.ucl.ac.uk/module-catalogue/modules/practical-machine-learning-for-physicists-PHAS0056 | https://www.ucl.ac.uk/module-catalogue/modules/physics-of-the-earth-PHAS0057 | https://www.ucl.ac.uk/module-catalogue/modules/molecular-biophysics-PHAS0103 | https://www.ucl.ac.uk/module-catalogue/modules/physical-cosmology-PHAS0037,https://www.ucl.ac.uk/scholarships
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-east-european-studies-ba,ABB,No specific subjects. At least two A level subjects should be taken from .,BBB,No specific subjects. At least two A level subjects should be taken from .,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",32,"A total of 15 points in three higher level subjects, with no higher level score below 5.","Your degree will train you to the highest level of proficiency in speaking, writing and understanding in Polish, whether you begin with no prior knowledge or already have some command of the language. As you progress through the degree, compulsory language modules are tailored to your existing knowledge. You will also take compulsory modules on literature and culture, as well as explore the historical and political landscape of Poland and its neighbouring countries. We provide an ideal environment for language study. We offer a wide range of languages and state-of-the-art facilities, including a well-equipped language learning suite, and many of our academic staff are world-leaders in their fields. The Year Abroad gives you the chance to attend a university  overseas. During this time you will finesse your language skills in your target language and gain valuable experience which will enhance future learning as well as career prospects. UCL has a very international population, meaning you will meet people from all over the world, which provides numerous opportunities to practise and speak your chosen languages with native speakers and learn about the associated cultures and societies from them. Our location in London provides access to frequent and varied cultural events, such as The Language Show, a huge range of museums, galleries, specialist libraries and bookshops, theatres, cinemas, cuisines and cultural societies, e.g. the Polish Cultural Institute and visits from embassies of the region.",Year Abroad Term 1 | Year Abroad Term 2,https://www.ucl.ac.uk/module-catalogue/modules/year-abroad-term-1-SEES0138 | https://www.ucl.ac.uk/module-catalogue/modules/year-abroad-term-2-SEES0139,"War, Trauma and Memory in East European Cinema | Literature and Memory",https://www.ucl.ac.uk/module-catalogue/modules/war-trauma-and-memory-in-east-european-cinema-SEEE0009 | https://www.ucl.ac.uk/module-catalogue/modules/literature-and-memory-SEEE0013,https://www.ucl.ac.uk/scholarships
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-portuguese-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,BBB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",32,A total of 15 in three higher level subjects to include a foreign language with no higher level score below 5,"In years one, two and your final year you will take language modules in your chosen languages, as well as cultural modules related to them. You may take modules offered by SELCS and SSEES focusing on literature, film, linguistics and history from an interdisciplinary perspective. We provide an ideal environment for language study. We offer a wide range of languages and state-of-the-art facilities, including a well-equipped language learning suite, and many of our academic staff are world-leaders in their fields. The Year Abroad gives you the chance to attend a university or work overseas. During this time you will finesse your language skills in your target language(s) and gain valuable experience which will enhance future learning as well as career prospects. UCL has a very international population, meaning you will meet people from all over the world, which provides numerous opportunities to practise and speak your chosen languages with native speakers and learn about the associated cultures and societies from them. Our location in London provides access to frequent and varied cultural events, such as The Language Show, a huge range of museums, galleries, specialist libraries and bookshops, theatres, cinemas, cuisines and cultural societies, e.g. the Polish Cultural Institute and visits from embassies of the region.",,,https://www.ucl.ac.uk/european-languages-culture/programmes-courses/modules-and-timetable/undergraduate-modules | Guidance and resources on SSEES modules and programme structure can be found in the SSEES handbook.,https://www.ucl.ac.uk/european-languages-culture/programmes-courses/modules-and-timetable/undergraduate-modules | https://www.ucl.ac.uk/ssees/handbook-and-resources-languages-culture-students,https://www.ucl.ac.uk/scholarships
